latitude,longitude,PerceivedTemperature
43.7262567, 12.636563300000034,19
43.727077202129635, 12.63460635771662,20
43.72749719888909, 12.635447501049839,13
43.73944602177777, 12.628151891219659,5
43.72424083451363, 12.637078284130894,30
43.72523326907689, 12.63591956983646,13
43.72667924781905, 12.635887383328281,17
43.72578116829901, 12.636963843649482,18
43.7262760829927, 12.636815427647434,12
